frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,50730394.022774,895763.000000,935141.207487
4,31730986.115714,606471.000000,553462.824098
8,31509205.308562,602476.000000,527438.641079
16,51017687.561037,893905.000000,1511530.226923
32,31914864.242563,604544.000000,1647449.146365
64,5327198.115334,259778.000000,2136.520536
128,51403917.449558,901327.000000,3493625.674485
256,7193485.489298,303365.000000,1059140.787227
512,31996988.825013,603743.000000,2446949.850004
1024,51566634.721502,904577.000000,5058721.620729
2048,51844382.732940,901113.000000,11538496.252446
4096,32019659.696720,599448.000000,6786245.329610
8192,32946838.659177,602869.000000,10996599.318204
16384,33598358.720660,600946.000000,14902461.813135
32768,50906443.105024,901909.000000,15832643.940332
65536,33791629.673443,600221.000000,32649673.974778
