frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,31796610.569777,605826.000000,79.177017
4,31383518.742882,603523.000000,759521.922789
8,2333323.543963,221081.000000,1608.870411
16,31537366.990321,599159.000000,559233.604909
32,50958007.907583,901638.000000,1613596.643207
64,32032222.385794,604206.000000,1856417.347998
128,7011888.875248,306235.000000,639374.535967
256,51449735.624759,899686.000000,3236914.159824
512,6810496.751704,289891.000000,61510.728479
1024,32165943.266277,603565.000000,6037755.663699
2048,32004900.387969,604018.000000,3364785.120273
4096,7397954.367947,282787.000000,1002154.307509
8192,8138277.349545,280487.000000,1968541.143247
16384,3094756.863717,143236.000000,2606470.836578
32768,31581192.238596,601239.000000,12715534.881205
65536,50507248.611926,899947.000000,24920728.094527
