arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
30,8.500000,262144,23486300.856491
30,9.800000,32768,32272532.431552
30,12.400000,4096,53299578.938512
30,18.900000,512,94183889.007292
30,56.300000,64,178528680.957728
30,60.000000,12,165096522.412816
30,60.000000,18,156740041.163361
30,60.000000,24,149498823.390602
