arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
38,8.500000,262144,14179467.107718
38,9.800000,32768,18735282.927705
38,12.400000,4096,37880709.552607
38,18.900000,512,76166714.642841
38,56.300000,64,152100710.230723
38,60.000000,12,140677000.828821
38,60.000000,18,135261741.951290
38,60.000000,24,126176305.510082
