arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
20,8.500000,262144,39321044.184034
20,9.800000,32768,52810053.985366
20,12.400000,4096,74574983.719688
20,18.900000,512,120093554.907444
20,56.300000,64,208222566.806730
20,60.000000,12,195219927.267126
20,60.000000,18,185850204.142941
20,60.000000,24,177040289.661414
