arrival_rate,bp_parameter_L,bp_parameter_H,SJF_L2_norm_flow_time
38,8.500000,262144,11920620.723613
38,9.800000,32768,21180913.166815
38,12.400000,4096,38839167.567775
38,18.900000,512,73826935.411552
38,56.300000,64,152977609.228996
38,60.000000,12,141509656.374424
38,60.000000,18,133843510.839928
38,60.000000,24,127097025.462207
