frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,233652.740613,135006.000000,0.000000
4,342514.101866,185798.000000,0.000000
8,430337.765814,177405.000000,0.000000
16,478935.729725,279478.000000,0.000000
32,302157.754729,242971.000000,0.000000
64,306768.087046,173641.000000,0.000000
128,746205.796584,276145.000000,0.000000
256,636398.709061,237379.000000,0.000000
512,248465.944584,121653.000000,0.000000
1024,702219.839011,291990.000000,0.000000
2048,375611.854668,184226.000000,0.000000
4096,446207.317545,266196.000000,0.000000
8192,741228.580903,290058.000000,0.000000
16384,1399492.106869,301630.000000,0.000000
32768,336042.699093,125575.000000,0.000000
65536,1091813.635325,210404.000000,0.000000
