frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,211863.652156,191404.000000,28.178006
4,122745.764277,79130.000000,112.008928
8,274286.809265,179995.000000,3885.179790
16,302364.644132,215720.000000,3491.745266
32,158035.400620,97762.000000,91.629690
64,104963.747966,66356.000000,412.711764
128,285106.498135,176734.000000,4522.904266
256,197194.696245,110774.000000,330.277156
512,229615.467020,188470.000000,1894.100578
1024,666296.128379,302734.000000,7775.117298
2048,491624.187305,305147.000000,4123.521432
4096,508009.409382,243947.000000,249762.884268
8192,298614.247888,123267.000000,38687.824403
16384,368657.303530,188322.000000,247203.469033
32768,490237.208740,313300.000000,94480.953911
65536,697999.919811,222223.000000,576637.746805
