frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,173620.630937,148033.000000,39.560081
4,326340.035926,232950.000000,196.768900
8,343779.240673,254793.000000,21.886069
16,113546.280714,80711.000000,104.460519
32,177215.448695,127482.000000,49.658836
64,637332.666961,307062.000000,186.053756
128,316561.339127,213989.000000,4037.431981
256,168673.141765,95676.000000,14021.964270
512,397015.693189,299173.000000,865.253720
1024,218612.625152,190938.000000,1694.725346
2048,351122.375529,218936.000000,7774.255977
4096,638631.363176,323171.000000,68886.762756
8192,326497.881750,228695.000000,56424.616436
16384,561550.622508,253981.000000,28854.557231
32768,662398.654158,236609.000000,323931.598327
65536,284586.904785,147407.000000,237918.077739
