frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,263661.305244,217289.000000,142.021125
4,187630.710000,116757.000000,17.492856
8,216034.191532,138831.000000,118.730788
16,590134.547330,297038.000000,37.215588
32,533843.894281,261220.000000,281.613210
64,496684.527989,268079.000000,1312.946686
128,770042.667033,289281.000000,396.411402
256,326861.558274,231459.000000,15391.162497
512,240390.859404,153107.000000,9566.933521
1024,422645.646289,262644.000000,3043.951872
2048,408897.724447,197259.000000,79894.405874
4096,275865.219080,128096.000000,57196.371563
8192,507004.550959,306123.000000,152510.011301
16384,1212148.922303,234737.000000,387687.430183
32768,586779.876806,204319.000000,191484.166758
65536,414373.382160,147942.000000,315316.637488
