frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,152334.951055,113875.000000,566.753033
4,118119.954140,78895.000000,57.349804
8,201117.589574,146696.000000,84.421561
16,136959.243522,116985.000000,23.937418
32,368529.298301,302098.000000,84.634508
64,231141.096647,181136.000000,351.579294
128,119193.295793,105046.000000,331.178200
256,426408.196650,354123.000000,1066.289829
512,368515.597833,249258.000000,4141.121104
1024,358663.505478,258236.000000,6518.305148
2048,148526.803265,115457.000000,3058.865966
4096,184777.958713,137479.000000,9779.307184
8192,343768.889922,235420.000000,52468.206049
16384,175330.457080,149633.000000,62378.561205
32768,94286.270586,67748.000000,21084.337386
65536,160300.978257,84241.000000,149358.180988
