frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,469787.110806,218542.000000,0.000000
4,276672.581039,91966.000000,0.000000
8,377332.731649,160022.000000,0.000000
16,845139.640149,203835.000000,0.000000
32,536542.990261,200965.000000,0.000000
64,598719.267490,217942.000000,0.000000
128,1039709.280159,191189.000000,0.000000
256,830808.669619,222376.000000,0.000000
512,804333.667153,220648.000000,0.000000
1024,960151.202641,238054.000000,0.000000
2048,1185777.692631,232709.000000,0.000000
4096,1311373.229579,208770.000000,0.000000
8192,1266868.314938,196000.000000,0.000000
16384,1890865.911674,233434.000000,0.000000
32768,619224.528954,128443.000000,0.000000
65536,285221.945358,84514.000000,0.000000
