frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,221756.893295,148538.000000,30.692019
4,199971.541860,144876.000000,54.945427
8,394749.153624,206841.000000,99.362971
16,392872.431140,231359.000000,535.226120
32,224551.293728,118534.000000,134.123078
64,193055.800687,95561.000000,1282.278831
128,487557.443030,277826.000000,2537.939322
256,254912.847197,106016.000000,1391.720877
512,833297.103033,300495.000000,3090.152747
1024,666605.476051,299275.000000,22187.450011
2048,582076.458342,253010.000000,38429.158864
4096,671079.175913,228462.000000,57756.074442
8192,287616.162649,139994.000000,162527.437167
16384,491194.769188,141017.000000,266250.790889
32768,1938881.211090,230189.000000,1656669.936764
65536,1185958.691964,282499.000000,960387.688212
