frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,289921.674628,210303.000000,44.011362
4,103771.131462,90331.000000,186.625293
8,121519.294102,62462.000000,31.749016
16,245719.058760,216474.000000,66.332496
32,183515.337430,130019.000000,321.568033
64,243145.270690,205867.000000,359.114188
128,187748.036988,128397.000000,614.367154
256,182485.442178,151154.000000,254.202675
512,194752.764052,168288.000000,1551.605942
1024,308210.221041,228924.000000,2245.617287
2048,266925.919862,199102.000000,9382.164942
4096,240887.616135,204261.000000,25742.350204
8192,505314.058166,310352.000000,310593.370364
16384,187160.800265,159397.000000,170583.435019
32768,736782.562938,498543.000000,319293.079535
65536,132383.164961,77547.000000,75530.517773
