frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,894274.250600,223745.000000,18.000000
4,357831.681434,206956.000000,142.221658
8,606436.003662,227762.000000,65.566760
16,713611.725407,231862.000000,1367.433728
32,674238.389972,229966.000000,551.343813
64,921805.246040,234442.000000,839.172211
128,996958.819289,236041.000000,58524.605142
256,814937.152512,226548.000000,734.328945
512,913129.765786,227466.000000,27164.214916
1024,812956.433754,228420.000000,95996.926873
2048,1015118.777215,231847.000000,104822.290840
4096,792520.708962,234906.000000,208431.316766
8192,929678.974440,225138.000000,81858.106385
16384,554912.275405,156656.000000,190648.702492
32768,1186765.232730,236308.000000,990913.818431
65536,2934428.276760,299520.000000,2558864.549815
