frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,80705.738005,54672.000000,67.668309
4,245313.393226,183448.000000,172.919056
8,652609.007680,282857.000000,414.502111
16,314704.863477,208198.000000,82.807005
32,286151.753384,164750.000000,99.528890
64,493534.283653,282269.000000,4336.645362
128,308780.640321,156414.000000,6488.392405
256,406803.210051,223691.000000,2012.917534
512,758998.562468,298579.000000,21245.779181
1024,509956.968859,248481.000000,17943.942933
2048,904509.357103,270985.000000,126032.705156
4096,423182.564251,190702.000000,193203.838238
8192,509171.196131,235319.000000,272640.235409
16384,1074940.879707,285319.000000,724924.129132
32768,1438297.886813,279874.000000,783505.531795
65536,517890.028956,106687.000000,472255.487296
