frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,489943.893639,244770.000000,0.000000
4,345953.597482,230807.000000,0.000000
8,431022.400952,167419.000000,0.000000
16,346117.681072,200718.000000,0.000000
32,465409.204112,239963.000000,0.000000
64,309684.639400,267218.000000,0.000000
128,358430.072334,232634.000000,0.000000
256,308585.875662,110367.000000,0.000000
512,142345.574919,80659.000000,0.000000
1024,286217.642087,107338.000000,0.000000
2048,684967.603257,292893.000000,0.000000
4096,955302.104218,301452.000000,0.000000
8192,479762.566844,223785.000000,0.000000
16384,148775.423565,49378.000000,0.000000
32768,372791.797007,132267.000000,0.000000
65536,275562.208646,104281.000000,0.000000
