frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,620512.360937,216872.000000,1193.000000
4,559888.560543,232198.000000,44.328321
8,515949.296461,195314.000000,56.213877
16,406292.376367,231650.000000,95.744452
32,828298.327607,226104.000000,111.758669
64,947800.906054,229839.000000,5271.927731
128,1104040.201396,230579.000000,23922.991222
256,751428.724241,229037.000000,4784.794771
512,909725.878621,233873.000000,262537.631276
1024,1103612.613769,218628.000000,226782.314469
2048,1450034.404868,237796.000000,313992.344939
4096,875015.461188,237246.000000,102159.528537
8192,1664735.883199,250954.000000,668923.141033
16384,689976.789926,85765.000000,205202.973658
32768,2067254.160752,135003.000000,366617.369389
65536,1798318.677676,147832.000000,1616898.102611
