frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,673821.868439,227950.000000,0.000000
4,582522.607984,223447.000000,0.000000
8,774292.157251,223603.000000,0.000000
16,863980.990402,226098.000000,0.000000
32,1119578.641094,223306.000000,0.000000
64,958946.465968,216842.000000,0.000000
128,616579.024767,200531.000000,0.000000
256,1070633.954350,230882.000000,0.000000
512,824050.095158,166997.000000,0.000000
1024,851088.559396,214913.000000,0.000000
2048,941282.914903,225708.000000,0.000000
4096,921573.962928,216921.000000,0.000000
8192,1172280.315032,218664.000000,0.000000
16384,1245596.746168,217059.000000,0.000000
32768,1107028.365293,144382.000000,0.000000
65536,2731623.767718,291832.000000,0.000000
