frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,136866.985048,61776.000000,0.000000
4,570566.852206,242814.000000,0.000000
8,219088.697639,140090.000000,0.000000
16,170967.721886,125081.000000,0.000000
32,344825.887388,284186.000000,0.000000
64,136808.963997,98456.000000,0.000000
128,241942.702731,180021.000000,0.000000
256,464718.045313,283777.000000,0.000000
512,92423.692996,67992.000000,0.000000
1024,361560.277562,205361.000000,0.000000
2048,512562.142004,266690.000000,0.000000
4096,380214.915415,245758.000000,0.000000
8192,449237.349376,222503.000000,0.000000
16384,277675.410696,111480.000000,0.000000
32768,500422.917307,223556.000000,0.000000
65536,576979.687490,192473.000000,0.000000
