frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,220434.471308,168275.000000,0.000000
4,264853.999719,135312.000000,0.000000
8,449301.942864,303950.000000,0.000000
16,243430.040710,149711.000000,0.000000
32,314882.319645,258140.000000,0.000000
64,212173.295026,130954.000000,0.000000
128,252661.715115,202391.000000,0.000000
256,225879.584826,188290.000000,0.000000
512,336502.954201,202651.000000,0.000000
1024,221893.971696,144588.000000,0.000000
2048,176311.910480,139119.000000,0.000000
4096,260050.919722,249478.000000,0.000000
8192,271633.297799,241247.000000,0.000000
16384,422261.771028,247013.000000,0.000000
32768,237274.968899,192784.000000,0.000000
65536,353542.450151,170038.000000,0.000000
