frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,133318.516475,122729.000000,0.000000
4,135766.183941,81601.000000,0.000000
8,366782.728654,267295.000000,0.000000
16,102401.378824,61862.000000,0.000000
32,502420.496353,340429.000000,0.000000
64,102076.288094,58953.000000,0.000000
128,260300.682669,219377.000000,0.000000
256,204240.879478,121385.000000,0.000000
512,332057.630963,295525.000000,0.000000
1024,156703.021774,139637.000000,0.000000
2048,104565.412628,75085.000000,0.000000
4096,93987.377222,39798.000000,0.000000
8192,443367.658160,284965.000000,0.000000
16384,107873.489514,85803.000000,0.000000
32768,88091.331350,63995.000000,0.000000
65536,61095.091881,35425.000000,0.000000
