frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,76217.440642,47343.000000,0.000000
4,207081.850081,135444.000000,0.000000
8,68064.069912,50522.000000,0.000000
16,340955.582878,273935.000000,0.000000
32,55103.413769,27521.000000,0.000000
64,95897.955854,53652.000000,0.000000
128,132514.088413,114217.000000,0.000000
256,54146.810654,35795.000000,0.000000
512,70961.512463,49602.000000,0.000000
1024,196335.596561,118267.000000,0.000000
2048,296050.075631,240008.000000,0.000000
4096,77488.514375,45220.000000,0.000000
8192,86779.259751,69414.000000,0.000000
16384,123347.881806,89010.000000,0.000000
32768,127525.365963,106817.000000,0.000000
65536,575427.812724,235986.000000,0.000000
