frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,213456.393448,122033.000000,40.693980
4,106504.988808,70359.000000,9.219544
8,173071.242273,101021.000000,67.156534
16,123754.082676,66666.000000,29.563491
32,127035.752094,94939.000000,271.142029
64,161272.173511,103513.000000,159.031443
128,506649.199923,292324.000000,956.568868
256,217560.578920,134066.000000,1589.902198
512,86426.871018,44186.000000,522.188663
1024,105642.583739,60316.000000,8696.215671
2048,203820.476822,111963.000000,21610.917172
4096,442758.628011,225738.000000,75009.348371
8192,172136.153257,70373.000000,17396.739235
16384,271226.729402,109775.000000,228117.775555
32768,364085.885541,157719.000000,314284.166004
65536,176432.333315,108153.000000,158422.955407
