frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,332782.308161,140894.000000,35.355339
4,881704.778401,211210.000000,2462.011576
8,533618.551062,208416.000000,1005.893135
16,879830.586249,232585.000000,2783.125401
32,929775.210749,232778.000000,62839.591127
64,952779.161119,215841.000000,319.624780
128,1198555.655652,218641.000000,3730.360572
256,813973.956359,232580.000000,340.130857
512,934650.409988,212290.000000,127054.914919
1024,1034158.256407,203298.000000,49331.959479
2048,610778.547964,146399.000000,111024.322759
4096,1125520.292669,203740.000000,178969.204239
8192,1336323.240858,220613.000000,572147.120418
16384,1191935.080528,230944.000000,318694.445894
32768,1095940.574773,155502.000000,522367.588500
65536,4050731.956520,223098.000000,3116011.661547
