Round,Algorithm_Used
1,RMLF
2,FCFS
3,RMLF
4,RMLF
5,FCFS
6,FCFS
7,RMLF
8,FCFS
9,RMLF
10,FCFS
11,RMLF
12,FCFS
13,RMLF
14,FCFS
15,RMLF
16,FCFS
17,RMLF
18,RMLF
19,FCFS
20,RMLF
21,RMLF
22,FCFS
23,RMLF
24,FCFS
25,RMLF
26,RMLF
27,FCFS
28,RMLF
29,RMLF
30,RMLF
31,RMLF
32,FCFS
33,RMLF
34,RMLF
35,RMLF
36,FCFS
37,RMLF
38,RMLF
39,RMLF
40,FCFS
41,RMLF
42,RMLF
43,RMLF
44,FCFS
45,RMLF
46,RMLF
47,RMLF
48,FCFS
49,RMLF
50,RMLF
51,RMLF
52,FCFS
53,RMLF
54,RMLF
55,RMLF
56,RMLF
57,FCFS
58,RMLF
59,RMLF
60,RMLF
61,FCFS
62,RMLF
63,RMLF
64,RMLF
65,RMLF
