Round,Algorithm_Used
1,RMLF
2,FCFS
3,RMLF
4,FCFS
5,RMLF
6,FCFS
7,RMLF
8,FCFS
9,RMLF
10,FCFS
11,RMLF
12,RMLF
13,FCFS
14,RMLF
15,FCFS
16,FCFS
17,RMLF
18,FCFS
19,RMLF
20,FCFS
21,RMLF
22,FCFS
23,RMLF
24,FCFS
25,FCFS
26,RMLF
27,FCFS
28,RMLF
29,FCFS
30,RMLF
31,RMLF
32,FCFS
33,RMLF
34,RMLF
35,FCFS
36,RMLF
37,RMLF
38,FCFS
39,RMLF
40,RMLF
41,FCFS
42,RMLF
43,RMLF
44,FCFS
45,RMLF
46,RMLF
47,FCFS
48,RMLF
49,RMLF
50,FCFS
51,RMLF
52,RMLF
53,RMLF
54,FCFS
55,RMLF
56,RMLF
57,RMLF
58,RMLF
59,RMLF
60,FCFS
