Round,Algorithm_Used
1,RMLF
2,RMLF
3,FCFS
4,FCFS
5,FCFS
6,FCFS
7,RMLF
8,FCFS
9,FCFS
10,FCFS
11,FCFS
12,FCFS
13,FCFS
14,RMLF
15,FCFS
16,FCFS
17,FCFS
18,FCFS
19,RMLF
20,FCFS
21,FCFS
22,FCFS
23,FCFS
24,FCFS
25,FCFS
26,FCFS
27,FCFS
28,FCFS
29,FCFS
30,RMLF
31,FCFS
32,FCFS
33,FCFS
34,FCFS
35,FCFS
36,FCFS
37,FCFS
38,RMLF
39,FCFS
40,FCFS
41,FCFS
42,FCFS
43,FCFS
44,RMLF
45,FCFS
46,FCFS
47,FCFS
48,FCFS
49,RMLF
50,FCFS
51,FCFS
52,FCFS
53,FCFS
54,FCFS
55,FCFS
56,FCFS
57,FCFS
58,FCFS
59,FCFS
60,FCFS
61,FCFS
62,FCFS
63,FCFS
64,FCFS
65,RMLF
66,FCFS
