Round,Algorithm_Used
1,RMLF
2,FCFS
3,FCFS
4,RMLF
5,FCFS
6,RMLF
7,FCFS
8,RMLF
9,RMLF
10,FCFS
11,RMLF
12,FCFS
13,RMLF
14,RMLF
15,FCFS
16,RMLF
17,RMLF
18,FCFS
19,RMLF
20,RMLF
21,FCFS
22,RMLF
23,RMLF
24,FCFS
25,RMLF
26,RMLF
27,RMLF
28,FCFS
29,RMLF
30,RMLF
31,RMLF
32,RMLF
33,RMLF
34,RMLF
35,RMLF
36,RMLF
37,RMLF
38,RMLF
39,RMLF
40,RMLF
41,RMLF
42,RMLF
43,RMLF
44,RMLF
45,RMLF
46,RMLF
47,RMLF
48,RMLF
49,RMLF
50,RMLF
51,RMLF
52,RMLF
53,RMLF
54,RMLF
55,RMLF
56,RMLF
57,RMLF
58,RMLF
59,RMLF
60,RMLF
61,RMLF
62,RMLF
63,RMLF
64,RMLF
65,RMLF
66,RMLF
67,RMLF
68,RMLF
69,RMLF
70,RMLF
