Round,Algorithm_Used
1,RMLF
2,FCFS
3,RMLF
4,RMLF
5,RMLF
6,RMLF
7,FCFS
8,RMLF
9,RMLF
10,FCFS
11,RMLF
12,RMLF
13,RMLF
14,RMLF
15,RMLF
16,FCFS
17,RMLF
18,RMLF
19,RMLF
20,RMLF
21,RMLF
22,RMLF
23,FCFS
24,RMLF
25,RMLF
26,RMLF
27,RMLF
28,FCFS
29,RMLF
30,RMLF
31,RMLF
32,RMLF
33,RMLF
34,RMLF
35,FCFS
36,RMLF
37,RMLF
38,RMLF
39,FCFS
40,RMLF
41,RMLF
42,RMLF
43,RMLF
44,FCFS
45,RMLF
46,RMLF
47,RMLF
48,FCFS
49,RMLF
50,RMLF
51,RMLF
52,RMLF
53,FCFS
54,RMLF
55,RMLF
56,RMLF
57,RMLF
58,FCFS
59,RMLF
60,RMLF
61,RMLF
62,RMLF
63,RMLF
64,RMLF
65,RMLF
