Round,Algorithm_Used
1,RMLF
2,FCFS
3,FCFS
4,RMLF
5,FCFS
6,FCFS
7,RMLF
8,FCFS
9,RMLF
10,RMLF
11,FCFS
12,RMLF
13,RMLF
14,FCFS
15,RMLF
16,RMLF
17,FCFS
18,RMLF
19,FCFS
20,RMLF
21,FCFS
22,RMLF
23,RMLF
24,FCFS
25,RMLF
26,RMLF
27,RMLF
28,FCFS
29,RMLF
30,RMLF
31,FCFS
32,RMLF
33,RMLF
34,RMLF
35,RMLF
36,FCFS
37,RMLF
38,RMLF
39,RMLF
40,RMLF
41,RMLF
42,FCFS
43,RMLF
44,RMLF
45,RMLF
46,RMLF
47,FCFS
48,RMLF
49,RMLF
50,RMLF
51,RMLF
52,FCFS
53,RMLF
54,RMLF
55,RMLF
56,RMLF
57,FCFS
58,RMLF
59,RMLF
60,RMLF
61,RMLF
62,RMLF
