Round,Algorithm_Used
1,RMLF
2,FCFS
3,RMLF
4,RMLF
5,FCFS
6,RMLF
7,RMLF
8,FCFS
9,RMLF
10,RMLF
11,FCFS
12,RMLF
13,FCFS
14,RMLF
15,RMLF
16,RMLF
17,RMLF
18,FCFS
19,RMLF
20,RMLF
21,FCFS
22,RMLF
23,RMLF
24,FCFS
25,RMLF
26,RMLF
27,RMLF
28,FCFS
29,RMLF
30,RMLF
31,RMLF
32,FCFS
33,RMLF
34,RMLF
35,FCFS
36,RMLF
37,RMLF
38,FCFS
39,RMLF
40,RMLF
41,FCFS
42,RMLF
43,RMLF
44,RMLF
45,RMLF
46,FCFS
47,RMLF
48,RMLF
49,RMLF
50,RMLF
51,FCFS
52,RMLF
53,RMLF
54,RMLF
55,RMLF
56,RMLF
57,RMLF
58,RMLF
59,FCFS
60,RMLF
61,RMLF
62,RMLF
63,RMLF
