Round,Algorithm_Used
1,RMLF
2,FCFS
3,FCFS
4,FCFS
5,FCFS
6,RMLF
7,FCFS
8,FCFS
9,FCFS
10,RMLF
11,FCFS
12,RMLF
13,FCFS
14,RMLF
15,RMLF
16,FCFS
17,RMLF
18,RMLF
19,RMLF
20,FCFS
21,RMLF
22,RMLF
23,RMLF
24,RMLF
25,RMLF
26,RMLF
27,RMLF
28,FCFS
29,RMLF
30,RMLF
31,RMLF
32,RMLF
33,RMLF
34,FCFS
35,RMLF
36,RMLF
37,RMLF
38,RMLF
39,RMLF
40,RMLF
41,RMLF
42,RMLF
43,FCFS
44,RMLF
45,RMLF
46,RMLF
47,RMLF
48,RMLF
49,RMLF
50,RMLF
51,RMLF
52,FCFS
53,RMLF
54,RMLF
55,RMLF
56,RMLF
57,RMLF
58,RMLF
59,RMLF
60,RMLF
61,FCFS
62,RMLF
63,RMLF
64,RMLF
65,RMLF
66,FCFS
67,RMLF
68,RMLF
69,FCFS
70,RMLF
71,RMLF
72,FCFS
73,RMLF
74,RMLF
75,FCFS
76,RMLF
77,RMLF
78,FCFS
79,RMLF
80,RMLF
81,FCFS
82,RMLF
83,FCFS
84,RMLF
85,RMLF
86,FCFS
87,RMLF
88,RMLF
89,FCFS
90,RMLF
91,RMLF
92,FCFS
93,RMLF
94,RMLF
95,FCFS
96,RMLF
97,RMLF
98,FCFS
99,RMLF
100,RMLF
101,FCFS
102,RMLF
103,RMLF
104,FCFS
105,RMLF
