Round,Algorithm_Used
1,RMLF
2,FCFS
3,FCFS
4,FCFS
5,RMLF
6,FCFS
7,RMLF
8,FCFS
9,RMLF
10,FCFS
11,RMLF
12,FCFS
13,RMLF
14,FCFS
15,RMLF
16,FCFS
17,RMLF
18,FCFS
19,FCFS
20,RMLF
21,FCFS
22,RMLF
23,RMLF
24,RMLF
25,FCFS
26,RMLF
27,RMLF
28,FCFS
29,RMLF
30,FCFS
31,RMLF
32,RMLF
33,FCFS
34,RMLF
35,RMLF
36,FCFS
37,RMLF
38,FCFS
39,RMLF
40,FCFS
41,RMLF
42,FCFS
43,RMLF
44,RMLF
45,FCFS
46,RMLF
47,RMLF
48,RMLF
49,FCFS
50,RMLF
51,RMLF
52,RMLF
53,FCFS
54,RMLF
55,RMLF
56,RMLF
57,RMLF
58,RMLF
59,RMLF
60,FCFS
61,RMLF
62,RMLF
63,RMLF
64,RMLF
65,RMLF
66,RMLF
67,RMLF
68,RMLF
69,RMLF
70,RMLF
71,RMLF
72,RMLF
73,RMLF
74,RMLF
75,RMLF
76,RMLF
77,RMLF
78,RMLF
79,RMLF
80,RMLF
