Round,Algorithm_Used
1,RMLF
2,FCFS
3,RMLF
4,FCFS
5,RMLF
6,FCFS
7,RMLF
8,FCFS
9,RMLF
10,FCFS
11,RMLF
12,RMLF
13,RMLF
14,FCFS
15,RMLF
16,RMLF
17,RMLF
18,FCFS
19,RMLF
20,RMLF
21,RMLF
22,RMLF
23,RMLF
24,RMLF
25,RMLF
26,FCFS
27,RMLF
28,RMLF
29,RMLF
30,RMLF
31,RMLF
32,RMLF
33,RMLF
34,RMLF
35,RMLF
36,RMLF
37,RMLF
38,RMLF
39,RMLF
40,RMLF
41,RMLF
42,RMLF
43,RMLF
44,RMLF
45,RMLF
46,RMLF
47,RMLF
48,RMLF
49,RMLF
50,RMLF
51,RMLF
52,RMLF
53,FCFS
54,RMLF
55,RMLF
56,RMLF
