frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,32337204.572712,554896.000000,0.000000
4,31373032.716783,567674.000000,0.000000
8,593480.452239,32251.000000,0.000000
16,31805866.704474,546291.000000,0.000000
32,58274169.657783,873191.000000,0.000000
64,32684459.468157,571753.000000,0.000000
128,2598674.788376,91178.000000,0.000000
256,58980183.925293,870650.000000,0.000000
512,2869071.844947,99341.000000,0.000000
1024,33308702.590339,578170.000000,0.000000
2048,32949550.339991,559200.000000,0.000000
4096,3290182.559993,129573.000000,0.000000
8192,4177017.887932,153927.000000,0.000000
16384,1564212.476609,56289.000000,0.000000
32768,31933756.125617,534082.000000,0.000000
65536,56170059.604775,855606.000000,0.000000
