frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,762332.391078,33266.000000,0.000000
4,31633880.426839,560612.000000,0.000000
8,57225317.842581,874963.000000,0.000000
16,32566469.685571,554728.000000,0.000000
32,58126066.197900,885536.000000,0.000000
64,31968139.454246,563748.000000,0.000000
128,59108338.553118,875017.000000,0.000000
256,3285845.423424,110355.000000,0.000000
512,59971790.572273,887170.000000,0.000000
1024,2617460.272066,122351.000000,0.000000
2048,2261408.705189,89323.000000,0.000000
4096,58079594.812286,860880.000000,0.000000
8192,33011874.110313,530295.000000,0.000000
16384,31895647.068843,562234.000000,0.000000
32768,56532641.940632,876990.000000,0.000000
65536,32574816.903560,558976.000000,0.000000
