frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,58126044.672581,886125.000000,0.000000
4,31432891.037435,544360.000000,0.000000
8,1663083.783796,70856.000000,0.000000
16,31839937.707396,547045.000000,0.000000
32,31985469.097437,550101.000000,0.000000
64,1757732.358571,72363.000000,0.000000
128,32364211.610999,573233.000000,0.000000
256,32752652.338071,570105.000000,0.000000
512,2398849.828368,91772.000000,0.000000
1024,58690677.735784,873777.000000,0.000000
2048,59369561.811494,881628.000000,0.000000
4096,58447693.354586,871687.000000,0.000000
8192,2968988.440617,108023.000000,0.000000
16384,59112050.774012,877134.000000,0.000000
32768,3176003.720196,119184.000000,0.000000
65536,63172168.381493,870922.000000,0.000000
