frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,571112.206274,24943.000000,0.000000
4,58678594.211961,869800.000000,0.000000
8,31719277.061435,551957.000000,0.000000
16,31574509.079710,545307.000000,0.000000
32,58935709.811131,888611.000000,0.000000
64,59184360.995184,880928.000000,0.000000
128,1995404.908633,80828.000000,0.000000
256,59353795.955029,883735.000000,0.000000
512,32626456.709573,555089.000000,0.000000
1024,33155528.897950,574970.000000,0.000000
2048,59648785.170579,883824.000000,0.000000
4096,33275994.019791,557734.000000,0.000000
8192,29017563.304945,555114.000000,0.000000
16384,58422483.713478,887270.000000,0.000000
32768,29974938.012877,522477.000000,0.000000
65536,4895203.550158,133257.000000,0.000000
