frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,31527577.839901,546403.000000,0.000000
4,58626737.451968,891062.000000,0.000000
8,31672099.461822,548027.000000,0.000000
16,32209739.857271,551124.000000,0.000000
32,32590042.279150,554392.000000,0.000000
64,58900662.455744,880033.000000,0.000000
128,3704568.872638,146935.000000,0.000000
256,2560389.063433,108775.000000,0.000000
512,59485145.475387,881655.000000,0.000000
1024,59266999.038205,890987.000000,0.000000
2048,2318798.397004,92381.000000,0.000000
4096,59760913.288034,873568.000000,0.000000
8192,59703387.263307,884161.000000,0.000000
16384,849723.650386,45675.000000,0.000000
32768,34506882.685060,548212.000000,0.000000
65536,62475634.589446,885255.000000,0.000000
