frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,57350872.192031,870202.000000,0.000000
4,32191978.012879,581156.000000,0.000000
8,31672362.084251,563910.000000,0.000000
16,58562778.473291,875362.000000,0.000000
32,32530494.097745,569070.000000,0.000000
64,1913258.840275,88483.000000,0.000000
128,58569522.589492,883937.000000,0.000000
256,2387663.163709,100404.000000,0.000000
512,32883144.245693,559853.000000,0.000000
1024,59113000.118123,889155.000000,0.000000
2048,59470970.029026,880271.000000,0.000000
4096,33259468.355466,570756.000000,0.000000
8192,35374443.611543,578239.000000,0.000000
16384,36022326.283659,560201.000000,0.000000
32768,57320922.609310,856677.000000,0.000000
65536,36870910.126228,546656.000000,0.000000
