frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,143475.610729,69515.000000,122.400980
4,351138.535766,220004.000000,392.298356
8,445467.393532,289777.000000,72.883469
16,75616.452495,50322.000000,175.162781
32,204949.082050,181566.000000,5588.760954
64,141075.506474,123469.000000,455.706046
128,365660.395910,285684.000000,1330.379645
256,398830.157227,285470.000000,3516.440814
512,151692.266424,103102.000000,3438.601169
1024,281367.892797,183580.000000,6865.141513
2048,206359.293941,115186.000000,120541.820432
4096,353888.344343,160164.000000,20818.937725
8192,133360.582831,61866.000000,52571.491761
16384,138271.572509,73658.000000,98327.353503
32768,55495.812590,32371.000000,48370.727129
65536,147753.218517,116280.000000,0.000000
