frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,119747.825262,96968.000000,59.514704
4,117759.489945,78445.000000,69.541355
8,418935.031664,273390.000000,134.992592
16,239310.815015,180461.000000,56.780278
32,512181.027545,254383.000000,190.562326
64,299776.059693,157939.000000,206.414631
128,273673.315108,183226.000000,899.224110
256,195163.609500,122781.000000,1710.396153
512,349694.804979,186157.000000,11106.077705
1024,290830.323579,95029.000000,110124.481847
2048,401865.058129,251392.000000,4770.271586
4096,178427.214906,62909.000000,86051.577237
8192,566275.613527,193405.000000,200027.614706
16384,495034.139421,113823.000000,417121.913927
32768,466876.585749,164250.000000,79971.164891
65536,2047492.535325,163179.000000,1901144.820027
