frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,135788.261978,109339.000000,117.838873
4,250976.909538,238475.000000,343.541846
8,281400.760285,223248.000000,55.470713
16,104830.481474,66187.000000,1923.492137
32,157425.958072,87248.000000,50.189640
64,89213.468086,46920.000000,147.577098
128,297098.697010,187450.000000,336.679373
256,567624.500355,310188.000000,1306.877577
512,459359.080273,306700.000000,5009.924251
1024,158718.688865,100489.000000,13048.082005
2048,135869.108347,57380.000000,40367.300170
4096,186024.847878,111883.000000,11242.356203
8192,665115.733776,365789.000000,203931.875142
16384,191625.079862,102764.000000,58295.038725
32768,1320029.548362,252238.000000,1106059.325961
65536,1436185.397325,240552.000000,1205019.878765
