frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,434582.693628,235555.000000,554.913507
4,132488.482269,82657.000000,481.844373
8,196918.556226,107300.000000,32.557641
16,388725.358429,240389.000000,20.074860
32,328267.513569,220353.000000,51.807335
64,368864.540253,304290.000000,88.555068
128,476260.905689,289388.000000,7361.029751
256,386391.785367,261395.000000,785.726415
512,444702.681962,255333.000000,4483.828275
1024,234293.058561,137416.000000,5271.565422
2048,619692.809160,287967.000000,62715.579229
4096,799911.431277,269157.000000,358502.977785
8192,511977.716722,139530.000000,377174.649758
16384,418033.569445,193571.000000,349361.561447
32768,1169629.436817,167448.000000,1029238.012991
65536,393491.668945,63079.000000,0.000000
