frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,312550.904123,224239.000000,26.115130
4,286119.289105,261897.000000,54.129474
8,306402.894853,155082.000000,59.598658
16,162825.393984,128470.000000,48.908077
32,431812.705554,277524.000000,70.142712
64,355742.699960,252953.000000,2394.362754
128,160328.535807,87265.000000,8452.632549
256,494104.344381,262900.000000,942.249436
512,518543.240318,300031.000000,4287.214364
1024,509545.386006,268467.000000,2848.902420
2048,350503.582577,222980.000000,35924.985887
4096,657347.352003,191170.000000,260971.579433
8192,1203860.669808,183223.000000,861229.367582
16384,331094.808916,128131.000000,120441.323062
32768,398488.541259,217106.000000,286463.414537
65536,154466.550052,62521.000000,134588.774246
