frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,278956.923969,263567.000000,65.658206
4,79965.299349,42588.000000,387.806653
8,255231.193973,155950.000000,44.777226
16,402210.758571,246687.000000,197.853481
32,140368.882349,61372.000000,49.588305
64,236197.636186,203850.000000,128.658463
128,213537.504153,136606.000000,993.912471
256,51411.048015,31481.000000,290.618306
512,440380.613162,295650.000000,2583.024390
1024,191765.072331,121340.000000,8498.889104
2048,202916.137577,116703.000000,9793.871400
4096,112179.536169,80558.000000,64060.133000
8192,335705.099132,216338.000000,97480.849837
16384,375182.439496,136634.000000,348615.618124
32768,586691.062082,148278.000000,518615.162143
65536,183671.050492,135958.000000,16202.978677
