frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,52608.676908,22871.000000,1104.138125
4,371209.067411,354476.000000,21.771541
8,207888.984061,159417.000000,25.748786
16,181278.406207,141468.000000,873.828358
32,393307.691786,268675.000000,437.531713
64,364688.535121,237746.000000,1014.923642
128,70459.871501,55274.000000,1310.671202
256,298158.889599,196164.000000,2534.237755
512,310939.892454,156608.000000,737.659135
1024,207130.681725,138612.000000,10423.043797
2048,346771.036211,218841.000000,24824.902538
4096,133326.775360,51299.000000,82782.267189
8192,315815.842605,182359.000000,73750.529496
16384,558454.437491,167106.000000,412822.935229
32768,250303.992603,131434.000000,200044.430225
65536,475364.666410,165957.000000,462041.223928
