frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,331954.497306,208562.000000,20.000000
4,159275.938403,103976.000000,69.842680
8,232177.215706,97377.000000,41348.374756
16,252663.051913,120226.000000,49.040799
32,232591.855558,123992.000000,859.233961
64,582693.026855,285454.000000,897.801760
128,386379.488643,253232.000000,470.942672
256,534698.088298,276585.000000,15796.213122
512,590252.876993,310535.000000,5797.852533
1024,435875.850483,278409.000000,42150.296583
2048,434182.845648,180407.000000,116358.905903
4096,632340.961103,154105.000000,405277.353811
8192,267810.632427,122116.000000,137647.588319
16384,726053.871523,110930.000000,631928.221047
32768,710311.907434,217661.000000,320475.636664
65536,586288.918968,279808.000000,583682.398941
