frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,264553.007857,148831.000000,31.511903
4,212377.614282,151014.000000,333.249156
8,207331.922573,168915.000000,38.013156
16,127531.910175,65091.000000,2730.149263
32,201919.193951,108686.000000,399.793697
64,484616.089472,252879.000000,471.865447
128,393675.427456,213967.000000,303.652762
256,467772.966265,199938.000000,8828.136270
512,417344.780232,280833.000000,17961.919162
1024,513404.546710,252447.000000,32957.040371
2048,486761.860905,209477.000000,24916.937834
4096,840232.306149,255988.000000,88459.562694
8192,595877.232702,248572.000000,69009.872721
16384,608325.970715,187908.000000,412614.388211
32768,1482488.822014,117879.000000,874778.942381
65536,1450806.613255,204318.000000,1407318.609946
