frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,79883.351707,41654.000000,17.088007
4,499883.406951,272886.000000,82.516665
8,377482.025923,204713.000000,62.498000
16,349801.237325,161920.000000,112.880468
32,128528.835757,83208.000000,133.637570
64,426622.733533,297745.000000,3199.557626
128,573972.918410,287874.000000,563.527284
256,319856.888772,263738.000000,2810.075622
512,554887.641111,254912.000000,83096.999615
1024,620068.058291,289338.000000,14364.460206
2048,226966.297447,57964.000000,13048.059128
4096,398937.719792,124393.000000,126440.597420
8192,1009478.246980,285444.000000,297692.633972
16384,415567.452892,136408.000000,297112.965490
32768,494771.765084,222121.000000,0.000000
65536,2067841.889588,237660.000000,1176553.658442
