frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,141908.770434,91039.000000,102.078401
4,125381.736916,70443.000000,516.251877
8,296192.610446,195509.000000,35.902646
16,404951.991519,234836.000000,51.224994
32,347722.067065,174902.000000,401.659059
64,120555.543282,88666.000000,443.864844
128,228083.269577,188367.000000,157.689568
256,149800.533550,53640.000000,8262.534417
512,321744.094734,177505.000000,58451.843170
1024,210230.091959,197152.000000,4117.674586
2048,331678.132228,191526.000000,191839.464483
4096,311572.711904,274273.000000,2766.399104
8192,245667.452789,53459.000000,44677.561057
16384,208960.714033,117854.000000,85346.882720
32768,1438513.954788,261678.000000,1164470.827425
65536,254348.853530,87110.000000,248636.047501
