frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,106550.190173,63241.000000,103.966341
4,171055.365923,131307.000000,68.949257
8,102559.716224,61029.000000,73.708887
16,427915.984030,251574.000000,2091.436349
32,254269.449730,167432.000000,37.828561
64,98857.918717,41487.000000,982.051933
128,447803.973685,238709.000000,1397.282362
256,352824.786727,232875.000000,37018.108717
512,397520.168447,260176.000000,27920.836753
1024,159627.874273,49578.000000,8512.186441
2048,481231.807763,281996.000000,257433.722571
4096,509001.919039,183500.000000,56799.853899
8192,643721.650664,163436.000000,149779.472993
16384,553626.657427,164463.000000,362792.130806
32768,786444.488576,226824.000000,690401.852779
65536,861474.605804,246770.000000,725515.555052
