frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,247131.292096,185330.000000,35.028560
4,162480.755011,84862.000000,69.498201
8,95114.668170,66029.000000,258.795286
16,352961.738704,189817.000000,16.822604
32,166300.900996,90415.000000,205.900461
64,218612.219171,124343.000000,984.704524
128,413546.141382,202634.000000,605.909234
256,472011.829631,312742.000000,15924.839842
512,308404.717503,144748.000000,816.420847
1024,344106.224072,197499.000000,24225.815218
2048,849166.491925,277459.000000,85008.204769
4096,1193239.584699,282917.000000,150655.315203
8192,277953.112433,115589.000000,138989.922484
16384,202396.260348,116430.000000,25220.009239
32768,895969.050671,259273.000000,515628.450387
65536,896384.413573,266027.000000,465862.939234
