frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,252788.660808,178939.000000,140.128512
4,138614.823273,106377.000000,26.758176
8,469446.829898,232662.000000,256.520954
16,327390.464620,240145.000000,33.060551
32,306043.267314,249783.000000,145.268717
64,204604.945124,126588.000000,4860.337951
128,210984.607185,193607.000000,2294.297714
256,108090.054889,82292.000000,3021.584022
512,75734.323124,29893.000000,6604.853291
1024,316188.731849,181298.000000,1780.444046
2048,134836.694520,54560.000000,8937.034799
4096,458360.256085,296427.000000,160432.863335
8192,578630.437177,233463.000000,256480.745067
16384,358236.135640,172946.000000,179600.197820
32768,633570.395516,270950.000000,505200.900041
65536,705598.082747,277510.000000,508933.395965
