frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,185202.519821,92152.000000,54.277067
4,284663.328346,150934.000000,39.572718
8,192251.376601,104249.000000,32.771939
16,310884.862568,224477.000000,17.000000
32,197716.836266,175368.000000,686.212795
64,358777.514634,196259.000000,4257.792033
128,204377.677499,130321.000000,5898.829036
256,129264.208024,56742.000000,3421.084185
512,500043.866834,253602.000000,21278.244547
1024,215561.491853,109356.000000,2969.567645
2048,216415.234351,144184.000000,84242.584956
4096,200036.396423,141224.000000,52679.807109
8192,574743.608394,204799.000000,108897.502809
16384,439135.195077,243386.000000,96168.934475
32768,309842.122948,96806.000000,262075.017667
65536,747668.365876,223567.000000,613674.547184
