frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,126968.039707,74554.000000,88.408144
4,244140.668902,141583.000000,48.703183
8,83569.566709,37466.000000,92.211713
16,63919.678105,26533.000000,229.899978
32,125949.211562,113872.000000,40.558600
64,321009.306624,207329.000000,67.074585
128,63119.088444,33060.000000,335.603933
256,128887.235885,107780.000000,794.647721
512,244502.303190,191144.000000,11566.493894
1024,202482.748477,124717.000000,126007.867223
2048,319140.671468,249937.000000,57295.630156
4096,609358.854055,257408.000000,8919.109541
8192,644283.953777,215005.000000,400086.969134
16384,304113.683235,153460.000000,88135.845977
32768,194476.694509,148470.000000,15902.083134
65536,3051491.366824,281669.000000,2954759.853737
