frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,120724.367681,77264.000000,35.114100
4,343465.485824,206834.000000,9.000000
8,530001.199201,280713.000000,27.477263
16,217422.585273,89942.000000,374.919991
32,228490.936943,189319.000000,317.189218
64,264772.217366,243204.000000,121.585361
128,297179.124933,204030.000000,1016.388705
256,502884.733804,288961.000000,3075.880362
512,253020.162272,140972.000000,1320.911428
1024,468284.391540,199705.000000,2439.502818
2048,757844.083480,208343.000000,152864.856255
4096,243467.876579,80247.000000,150556.227809
8192,636603.751683,188321.000000,232277.739812
16384,581591.467009,268396.000000,394826.942348
32768,1011852.662933,262930.000000,175819.243426
65536,1820807.428101,292934.000000,1190092.096337
