frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,278122.225473,239306.000000,237.008439
4,257922.517375,212890.000000,18.788294
8,146291.477865,106988.000000,126.653069
16,379931.683017,195916.000000,40.951190
32,46889.122864,20028.000000,346.697274
64,176728.662803,117300.000000,3306.446280
128,248446.969684,146076.000000,2110.507522
256,106731.306686,74658.000000,3769.960875
512,485655.770798,253190.000000,1030.074269
1024,238074.313308,114921.000000,8318.216215
2048,412860.021633,275265.000000,16387.367879
4096,606957.794638,288465.000000,364944.074994
8192,276804.041649,95577.000000,28653.930987
16384,216494.533340,139174.000000,16811.303311
32768,261314.729878,194558.000000,95831.980607
65536,857215.615487,280751.000000,723506.930305
