frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,409900.128379,126714.000000,618.962842
4,359049.380130,283629.000000,8350.305024
8,187591.751071,27406.000000,273.590936
16,174009.155253,102707.000000,4921.009551
32,370564.201209,186866.000000,451.810801
64,297025.529337,119401.000000,1534.650123
128,183985.110735,72671.000000,1394.364730
256,143656.418235,57305.000000,4657.104358
512,565389.618977,277405.000000,5129.546374
1024,233822.995358,160891.000000,30873.908175
2048,1266436.839204,225997.000000,169813.067618
4096,516901.117226,245826.000000,266170.722471
8192,579086.082154,267410.000000,48119.833156
16384,794498.624588,232005.000000,402677.655507
32768,603776.373770,248611.000000,282997.435895
65536,437765.978712,159282.000000,157396.802147
