frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,67267.987684,11609.000000,89.308454
4,699106.715227,211151.000000,11637.453115
8,333577.734870,238845.000000,163.682620
16,216184.988424,112820.000000,579.470448
32,339630.773731,265022.000000,793.458884
64,305497.191316,67952.000000,148.512626
128,367555.315006,249506.000000,12458.835660
256,365308.744107,214796.000000,2439.158051
512,225456.257591,116450.000000,2589.129777
1024,579379.108519,289724.000000,2944.237762
2048,496246.174693,242123.000000,28256.429251
4096,371078.835654,192007.000000,91281.001627
8192,1292920.367585,258387.000000,92311.249672
16384,252443.751668,71790.000000,167903.339708
32768,485681.500324,125235.000000,429497.936223
65536,1097040.485380,221962.000000,874621.239293
