frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,140279.214929,42201.000000,72.449983
4,128685.318090,59093.000000,115.918075
8,176266.389947,103809.000000,194.794764
16,427952.012882,111434.000000,7104.118101
32,633820.876785,222354.000000,288.248157
64,559697.468951,242680.000000,2973.640866
128,851946.138155,290245.000000,4248.076506
256,952314.789563,284761.000000,21713.123336
512,346858.858163,219362.000000,6234.672967
1024,825712.304035,229531.000000,139280.691304
2048,335518.696972,108527.000000,55709.608920
4096,533485.997020,160838.000000,162682.441311
8192,1163989.268987,286392.000000,412726.102993
16384,558668.215667,111143.000000,237148.902686
32768,402417.298929,156232.000000,347146.337450
65536,1131585.456771,163535.000000,577084.197090
