frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,184218.963261,122315.000000,1181.905242
4,218427.631714,132775.000000,3513.657781
8,520651.138234,233357.000000,791.540902
16,139943.627508,53104.000000,887.729689
32,331624.147058,142170.000000,236.033896
64,627337.641748,277105.000000,1012.530493
128,591547.156118,276365.000000,3224.950077
256,616038.906731,273774.000000,2977.703142
512,930014.909491,278402.000000,5774.246964
1024,884102.134955,285083.000000,69177.240217
2048,220039.328328,88961.000000,52113.928052
4096,813900.039341,247820.000000,73417.301387
8192,735377.772597,215864.000000,194346.298172
16384,1224365.705382,232188.000000,412763.822922
32768,1501014.851922,196716.000000,1443371.623787
65536,265397.944272,82358.000000,251760.757331
