frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,300478.945633,147932.000000,56314.134425
4,210203.024008,119630.000000,234.795656
8,312993.019162,190449.000000,337.244718
16,318456.959429,218969.000000,180.172140
32,401745.541490,184666.000000,4854.173977
64,322407.909456,173521.000000,795.894465
128,719124.466761,261356.000000,173480.587369
256,539550.596958,250314.000000,3419.455951
512,458164.634098,271074.000000,4874.142284
1024,290632.368111,172408.000000,24818.164900
2048,280191.302238,144103.000000,41629.763499
4096,710454.874645,235976.000000,70162.895365
8192,145130.244863,52118.000000,6063.142585
16384,399330.365438,120385.000000,245425.722478
32768,264667.039497,117695.000000,210534.422136
65536,761180.280738,196566.000000,634939.039575
